title,time,genre,rating,description,votes,directors,stars,year,gross
40 Days and 40 Nights,96,Comedy,5.6,"After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.",73273,['Michael Lehmann'],"['Josh Hartnett', 'Shannyn Sossamon', 'Paulo Costanzo', 'Adam Trese']",2002,37950000.0
400 Days,91,Mystery,4.4,"With their 400-day mission simulation nearing completion, 4 astronauts begin to feel something's amiss.",11159,['Matt Osterman'],"['Brandon Routh', 'Dane Cook', 'Caity Lotz', 'Ben Feldman']",2015,
42,128,Biography,7.5,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",93306,['Jackie Robinson'],"['Brian Helgeland', 'Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']",2013,95000000.0
42nd Street,89,Comedy,7.3,"When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.",11791,['Lloyd Bacon'],"['Warner Baxter', 'Bebe Daniels', 'George Brent', 'Ruby Keeler']",1933,2300000.0
45 Years,91,Drama,7.0,A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.,32924,['Andrew Haigh'],"['Charlotte Rampling', 'Tom Courtenay', 'Geraldine James', 'Dolly Wells']",2015,4250000.0
47 Meters Down,89,Adventure,5.6,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",53962,['Johannes Roberts'],"['Mandy Moore', 'Claire Holt', 'Matthew Modine', 'Chris Johnson']",2017,44310000.0
47 Meters Down: Uncaged,90,Adventure,5.0,Two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,25379,['Johannes Roberts'],"['Sophie Nélisse', 'Corinne Foxx', 'Brianne Tju', 'Sistine Rose Stallone']",2019,21110000.0
47 Ronin,128,Action,6.2,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,157957,['Carl Rinsch'],"['Keanu Reeves', 'Hiroyuki Sanada', 'Ko Shibasaki', 'Tadanobu Asano']",2013,38360000.0
48 Hrs.,96,Action,6.9,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,76705,['Walter Hill'],"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole"", 'Frank McRae']",1982,78870000.0
4: Rise of the Silver Surfer,92,Action,5.6,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,262070,['Tim Story'],"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis']",2007,131919999.0
5 Days of War,113,Action,5.5,"A drama set centered around the war between Russia and Georgia, and focused on an American journalist, his cameraman, and a Georgian native who become caught in the crossfire.",13906,['Renny Harlin'],"['Rupert Friend', 'Emmanuelle Chriqui', 'Richard Coyle', 'Heather Graham']",2011,20000.0
5 Flights Up,88,Comedy,6.2,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,10471,['Richard Loncraine'],"['Diane Keaton', 'Morgan Freeman', 'Cynthia Nixon', 'Carrie Preston']",2014,1010000.0
5 to 7,95,Comedy,7.1,"An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married and the couple can only meet between the hours of 5 and 7 each evening.",20089,['Victor Levin'],"['Anton Yelchin', 'Bérénice Marlohe', 'Olivia Thirlby', 'Lambert Wilson']",2014,120000.0
50 First Dates,99,Comedy,6.8,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,348129,['Peter Segal'],"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Sean Astin']",2004,120910000.0
50/50,100,Comedy,7.6,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",327108,['Jonathan Levine'],"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard']",2011,35010000.0
54,93,Drama,5.8,The famous 1970s New York City nightclub seen and told through the eyes of a young employee.,33061,['Mark Christopher'],"['Ryan Phillippe', 'Salma Hayek', 'Neve Campbell', 'Mike Myers']",1998,16570000.0
6 Bullets,115,Action,6.0,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,14903,['Ernie Barbarash'],"['Jean-Claude Van Damme', 'Joe Flanigan', 'Anna-Louise Plowman', 'Charlotte Beaumont']",2012,
6 Days,94,Action,6.2,"Based on the Iranian Embassy siege of 1980, this action-thriller dramatizes a six-day standoff between armed Iranian Arabs and SAS soldiers ready for a counterattack.",21549,['Toa Fraser'],"['Jamie Bell', 'Mark Strong', 'Abbie Cornish', 'Martin Shaw']",2017,
6 Souls,112,Horror,6.0,A forensic psychiatrist discovers that all but one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,34452,"['Måns Mårlind', 'Björn Stein']","['Julianne Moore', 'Jonathan Rhys Meyers', 'Jeffrey DeMunn', 'Frances Conroy']",2010,
6 Underground,128,Action,6.1,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",168533,['Michael Bay'],"['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy']",2019,
6 Years,79,Drama,5.5,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",12534,['Hannah Fidell'],"['Taissa Farmiga', 'Ben Rosenfield', 'Lindsay Burdge', 'Joshua Leonard']",2015,
6 donne per l'assassino,88,Horror,7.1,"A masked, shadowy killer brutally murders the models of a scandalous fashion house in Rome.",10829,['Mario Bava'],"['Cameron Mitchell', 'Eva Bartok', 'Thomas Reiner', 'Arianna Gorini']",1964,
7 Aum Arivu,168,Action,6.5,A genetic engineering student tries to revive the skills of a past legend and use them to save India from a deadly virus attack orchestrated by China.,12149,['A.R. Murugadoss'],"['Suriya', 'Shruti Haasan', 'Johnny Nguyen', 'Abhinaya']",2011,
7-beon-bang-ui seon-mul,127,Comedy,8.1,A story about the love between a mentally-ill father and his lovingly adorable daughter.,19913,['Hwan-kyung Lee'],"['Seung-ryong Ryu', 'So Won Kal', 'Dal-su Oh', 'Man-sik Jeong']",2013,
7500,93,Action,6.3,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",27977,['Patrick Vollrath'],"['Joseph Gordon-Levitt', 'Omid Memar', 'Aylin Tezel', 'Carlo Kitzlinger']",2019,
8 Heads in a Duffel Bag,95,Adventure,5.4,"A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched.",10439,['Tom Schulman'],"['Joe Pesci', 'Andy Comeau', 'Kristy Swanson', 'George Hamilton']",1997,3560000.0
8 Mile,110,Drama,7.1,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",279403,['Curtis Hanson'],"['Eminem', 'Brittany Murphy', 'Kim Basinger', 'Mekhi Phifer']",2002,116720000.0
8 femmes,111,Comedy,7.0,"One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!",32129,['François Ozon'],"['Fanny Ardant', 'Emmanuelle Béart', 'Danielle Darrieux', 'Catherine Deneuve']",2002,3080000.0
8-Bit Christmas,97,Comedy,6.7,"In 1980s Chicago, a 10-year-old sets out on a quest to get the Christmas gift of his generation: the latest and greatest video-game system.",15554,['Michael Dowse'],"['Winslow Fegley', 'Neil Patrick Harris', 'Steve Zahn', 'June Diane Raphael']",2021,
83,162,Biography,7.6,"On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage.",32224,['Kabir Khan'],"['Ranveer Singh', 'Deepika Padukone', 'Tahir Raj Bhasin', 'Jiiva']",2021,
84 Charing Cross Road,100,Biography,7.4,True story of a transatlantic business correspondence about used books that developed into a close friendship.,10127,['David Hugh Jones'],"['Anne Bancroft', 'Anthony Hopkins', 'Judi Dench', 'Jean De Baer']",1987,1080000.0
88 Minutes,108,Crime,5.9,"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.",76040,['Jon Avnet'],"['Al Pacino', 'Alicia Witt', 'Ben McKenzie', 'Leelee Sobieski']",2007,16930000.0
8MM,123,Crime,6.5,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",131942,['Joel Schumacher'],"['Nicolas Cage', 'Joaquin Phoenix', 'James Gandolfini', 'Peter Stormare']",1999,36660000.0
8½,138,Drama,8.0,A harried movie director retreats into his memories and fantasies.,116312,['Federico Fellini'],"['Marcello Mastroianni', 'Anouk Aimée', 'Claudia Cardinale', 'Sandra Milo']",1963,50000.0
9,79,Animation,7.0,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,138739,['Shane Acker'],"['Elijah Wood', 'Jennifer Connelly', 'Crispin Glover', 'Christopher Plummer']",2009,31740000.0
9 Songs,71,Drama,4.8,"In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts.",22513,['Michael Winterbottom'],"[""Kieran O'Brien"", 'Margo Stilley', 'Black Rebel Motorcycle Club', 'Don Blum']",2004,50000.0
9 rota,139,Action,7.1,"Young Soviet Army recruits are stuck in the bloody war in Afghanistan, that was started by politicians.",20659,['Fedor Bondarchuk'],"['Artur Smolyaninov', 'Aleksey Chadov', 'Konstantin Kryukov', 'Ivan Kokorin']",2005,
96,158,Drama,8.4,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,28499,['C. Prem Kumar'],"['Vijay Sethupathi', 'Adithya Bhaskar', 'Trisha Krishnan', 'Gouri Kishan']",2018,
99 Homes,112,Drama,7.1,A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,33506,['Ramin Bahrani'],"['Andrew Garfield', 'Michael Shannon', 'Laura Dern', 'Clancy Brown']",2014,1410000.0
99 francs,100,Comedy,7.2,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love.",19655,['Jan Kounen'],"['Jean Dujardin', 'Jocelyn Quivrin', 'Patrick Mille', 'Vahina Giocante']",2007,
A Bad Moms Christmas,104,Comedy,5.5,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.",49855,"['Jon Lucas', 'Scott Moore']","['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn', 'Jay Hernandez']",2017,72110000.0
A Beautiful Day in the Neighborhood,109,Biography,7.3,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,76728,['Fred Rogers'],"['Marielle Heller', 'Tom Hanks', 'Matthew Rhys', 'Chris Cooper', 'Susan Kelechi Watson']",2019,61700000.0
A Beautiful Mind,135,Biography,8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",909105,['John Nash'],"['Ron Howard', 'Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer']",2001,170740000.0
A Better Life,98,Drama,7.2,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.,15883,['Chris Weitz'],"['Demián Bichir', 'José Julián', ""Eddie 'Piolin' Sotelo"", 'Joaquín Cosio']",2011,1760000.0
A Bigger Splash,125,Drama,6.4,The vacation of a famous rock star and her boyfriend in Italy is disrupted by the unexpected visit of an old friend and his daughter.,29653,['Luca Guadagnino'],"['Tilda Swinton', 'Matthias Schoenaerts', 'Ralph Fiennes', 'Dakota Johnson']",2015,1980000.0
A Boy Called Christmas,106,Adventure,6.7,"In this origin story of Father Christmas, an ordinary boy (with a loyal pet mouse and a reindeer at his side) sets out on an extraordinary adventure to find his father who is on a quest to discover the fabled village of Elfhelm.",20794,['Gil Kenan'],"['Maggie Smith', ""Isabella O'Sullivan"", 'Joel Fry', 'Eden Lawrence']",2021,
A Boy and His Dog,91,Comedy,6.4,A young man and his telepathic dog wander a post-apocalyptic wasteland.,17713,['L.Q. Jones'],"['Don Johnson', 'Jason Robards', 'Susanne Benton', 'Tim McIntire']",1975,6900000.0
A Bridge Too Far,175,Drama,7.4,"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",56121,['Richard Attenborough'],"['Sean Connery', ""Ryan O'Neal"", 'Michael Caine', 'Laurence Olivier']",1977,50800000.0
A Bronx Tale,121,Crime,7.8,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,138372,['Robert De Niro'],"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",1993,17270000.0
A Bug's Life,95,Animation,7.2,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",286127,"['John Lasseter', 'Andrew Stanton']","['Kevin Spacey', 'Dave Foley', 'Julia Louis-Dreyfus', 'Hayden Panettiere']",1998,162800000.0
A Case of You,89,Comedy,5.6,"A young writer tries to impress a girl he meets online with an embellished profile, but he finds himself in a real mess when she falls for him and he has to keep up the act.",11839,['Kat Coiro'],"['Justin Long', ""Keir O'Donnell"", 'Evan Rachel Wood', 'Gideon Glick']",2013,
A Castle for Christmas,98,Adventure,5.5,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.",11723,['Mary Lambert'],"['Brooke Shields', 'Cary Elwes', 'Lee Ross', 'Andi Osho']",2021,
